边城	The Border Town
船总性情虽异常豪爽，可不愿意间接把第一个儿子弄死的女孩子，又来作第二个儿子的媳妇，这是很明白的事情。	The fleetmaster might be extremely open-minded, but that didn't mean he was willing to have the girl who had killed his first son, even if indirectly, become the wife of his second; that was very clear.
若照当地风气，这些事认为只是小孩子的事，大人管不着，二老当真欢喜翠翠，翠翠又爱二老，他也并不反对这种爱怨纠缠的婚姻。	Local custom held that these things were all up to the younger generation  the elders were not to interfere.  No. 2 was truly fond of Cuicui, and Cuicui loved No. 2 also.  The fleetmaster was not opposed to this sort of love match.
但不知怎么的，老船夫对于这件事的关心，使二老父子对于老船夫反而有了一点误会。	But for some reason, the old ferryman's concentration on the matter had made both father and son misunderstand his motives.
船总想起家庭间的近事，以为全与这老而好事的船夫有关。	Whenever the fleetmaster thought of his recent family tragedy, he associated it with this old and meddlesome boatman.
虽不见诸形色，心中却有个疙瘩。	There was no outward sign of it, but inwardly there was a big hitch.
船总不让老船夫再开口了，就语气略粗的说道：	Without letting the old ferryman continue, the fleetmaster told him, somewhat bluntly:
「伯伯，算了吧，我们的口只应当喝酒了，莫再只想替儿女唱歌！	"Uncle, no more of this. Our mouths are for drinking, not singing the young folks' songs for them!
你的意思我全明白，你是好意。	I know exactly what you mean to say, and you mean well.
可是我也求你明白我的意思，我以为我们只应当谈点自己分上的事情，不适宜于想那些年青人的门路了。」	But I'm asking you to understand my position. We should talk about matters that are up to us, not try to pull strings for our youngsters."
老船夫被一个闷拳打倒后，还想说两句话，但船总却不让他再有说话机会，把他拉出到牌桌边去。	After this final blow, the old ferryman still had something to say, but the fleetmaster wouldn't let him speak another word; he pulled him back to the card table.
老船夫无话可说，看看船总时，船总虽还笑着谈到许多笑话，心中却似乎很沉郁，把牌用力掷到桌上去。	The old ferryman was speechless.  He looked at the fleetmaster, who was smiling and telling lots of jokes, but the way he threw down his cards showed his distress.
老船夫不说什么，戴起他那个斗笠，自己走了。	Without another word, the old ferryman donned his conical hat and left.
天气还早，老船夫心中很不高兴，又进城去找杨马兵。	It was still early, so the dejected old man went back into town to find Horseman Yang.
那马兵正在喝酒，老船夫虽推病，也免不了喝个三五杯。	He was drinking.  The old ferryman pleaded that he was still sick, but couldn't help drinking a few cups of liquor anyway.
回到碧溪岨，走得热了一点，又用溪水去抹身子。	Feeling hot from the walking by the time he got to Green Creek Hill, he washed himself in the stream.
觉得很疲倦，就要翠翠守船，自己回家睡去了。	He was tired, so he asked Cuicui to keep on tending the boat while he went home and slept.
黄昏时天气十分郁闷，溪面各处飞着红蜻蜓。	As dusk fell, the weather became quite oppressive.  The stream was covered with red dragonflies.
天上已起了云，热风把两山竹篁吹得声音极大，看样子到晚上必落大雨。	Mist was already gathering and hot winds were noisily rustling the bamboos in the mountain groves on either side of the stream.  It looked as if it would rain that night.
翠翠守在渡船上，看着那些溪面飞来飞去的蜻蜓，心也极乱。	Cuicui was with the boat, watching the dragonflies as they flitted across the creek.  Her heart was ill at ease, too.
看祖父脸上颜色惨惨的，放心不下，便又赶回家中去。	Seeing Grandpa so dejected, she grew worried and hurried home.
先以为祖父一定早睡了，谁知还坐在门限上打草鞋！	She thought he would already be in bed, but he was sitting on the doorstep, weaving straw sandals!
「爷爷，你要多少双草鞋，床头上不是还有十四双吗？怎么不好好的躺一躺？」	"Grandfather, how many shoes do you need? Aren't there fourteen pairs up by your bed as it is? Why don't you lie down and rest?"
老船夫不作声，却站起身来昂头向天空望着，轻轻的说：	Instead of answering, the old ferryman stood up and looked at the sky. He said, softly:
「翠翠，今晚上要落大雨响大雷的！回头把我们的船系到岩下去，这雨大哩。」	"Cuicui, there'll be a heavy thunderstorm tonight! Let's tie up our boat under the cliffs. The rain tonight is going to be heavy."
翠翠说：「爷爷，我真吓怕！」翠翠怕的似乎并不是晚上要来的雷雨。	Cuicui said, "Grandfather, I'm afraid!" But what Cuicui feared didn't seem to be the coming thunderstorm.
老船夫似乎也懂得那个意思，就说：「怕什么？一切要来的都得来，不必怕！」	Acting as if he hadn't understood her, the old ferryman said, "What's there to be afraid of? What will be will be. Don't be scared."
第二十章	CHAPTER TWENTY
夜间果然落了大雨，夹以吓人的雷声。	The night did bring a great storm, accompanied by frightening thunderclaps.
电光从屋脊上掠过时，接着就是訇的一个炸电。	Lightning swept over the rooftop, followed by a deafening crash of thunder.
翠翠在暗中抖着。	Cuicui quivered in the dark.
祖父也醒了，知道她害怕，且担心她着凉，还起身来把一条布单搭到她身上去。	Grandpa woke up, too.  Sensing her fear, and worried that she might catch cold, he got up to cover her with a sheet.
祖父说：	Grandpa said:
「翠翠，不要怕」	"Cuicui, don't be afraid!
翠翠说：「我不怕」说了还想说：「爷爷你在这里我不怕」訇的一个大雷，接着是一种超越雨声而上的洪大闷重倾圮声。	Cuicui replied, "I'm not." Meanwhile she thought to herself: "Grandfather, I'm not afraid because you're here!" There came another roll of thunder, and then, overpowering the sound of the rain, the deadening sound of something giving way.
两人都以为一定是溪岸悬崖崩塌了，担心到那只渡船会压在崖石下面去了。	Both of them were sure that the hanging cliffs by the stream bank must have caved in!  They feared that their boat was crushed under collapsing rocks from the cliffs.
祖孙两人便默默的躺在床上听雨声雷声。	Grandfather and granddaughter kept silent in their beds, listening to the sound of the rain and thunder.
但无论如何大雨，过不久，翠翠却依然睡着了。	Even with the downpour, Cuicui was soon asleep again.
醒来时天已亮了，雨不知在何时业已止息，只听到溪两岸山沟里注水入溪的声音。	When she woke up, it was already daylight.  The rain had stopped without her noticing.  She heard only the sound of torrents from the gullies entering the stream from the mountains on both sides.  Cuicui got up out of bed.
